0.027	0
0.032332	1
0.033022	2
0.03368	3
0.034814	4
0.036243	5
0.037469	6
0.039584	7
0.042592	8
0.045398	9
0.047312	10
0.048228	11
0.048901	12
0.049461	13
0.050047	14
0.050569	15
0.051074	16
0.051779	17
0.052732	18
0.053363	19
0.053853	20
0.05436	21
0.054778	22
0.055091	23
0.055362	24
0.055641	25
0.055955	26
0.056282	27
0.056593	28
0.056859	29
0.057124	30
0.057389	31
0.057699	32
0.058101	33
0.058597	34
0.059156	35
0.059828	36
0.061144	37
0.063875	38
0.069334	39
0.081044	40
0.085925	41
0.087355	42
0.088465	43
0.089484	44
0.090394	45
0.091496	46
0.093137	47
0.095558	48
0.09794	49
0.099595	50
0.100667	51
0.101573	52
0.102494	53
0.103362	54
0.10407	55
0.104678	56
0.105277	57
0.105879	58
0.106415	59
0.106899	60
0.107368	61
0.107821	62
0.108303	63
0.108812	64
0.109275	65
0.109674	66
0.11005	67
0.110422	68
0.110788	69
0.111188	70
0.111627	71
0.112132	72
0.112708	73
0.113327	74
0.114074	75
0.115115	76
0.116665	77
0.118875	78
0.121536	79
0.124879	80
0.12863	81
0.132535	82
0.136716	83
0.140695	84
0.144722	85
0.14882	86
0.153825	87
0.159789	88
0.165562	89
0.171173	90
0.176476	91
0.181849	92
0.188244	93
0.196356	94
0.206101	95
0.219974	96
0.236633	97
0.26306	98
0.314678	99
