0.02594	0
0.03133	1
0.03174	2
0.032149	3
0.032676	4
0.033136	5
0.033523	6
0.033916	7
0.03433	8
0.034748	9
0.035146	10
0.035576	11
0.036084	12
0.036661	13
0.037236	14
0.037887	15
0.038746	16
0.039727	17
0.041047	18
0.04293	19
0.043978	20
0.04443	21
0.044815	22
0.045164	23
0.045471	24
0.045729	25
0.045959	26
0.046178	27
0.046393	28
0.046602	29
0.046817	30
0.047046	31
0.04729	32
0.04755	33
0.047807	34
0.048058	35
0.048295	36
0.048523	37
0.048746	38
0.048978	39
0.049235	40
0.049507	41
0.049811	42
0.050163	43
0.050581	44
0.051049	45
0.051542	46
0.052101	47
0.052777	48
0.053427	49
0.053899	50
0.054333	51
0.054823	52
0.055255	53
0.055591	54
0.05589	55
0.056205	56
0.056576	57
0.057041	58
0.057629	59
0.058194	60
0.058604	61
0.05897	62
0.059419	63
0.060084	64
0.061055	65
0.062606	66
0.065731	67
0.072878	68
0.082563	69
0.086148	70
0.087806	71
0.090136	72
0.092655	73
0.093633	74
0.094457	75
0.095175	76
0.095928	77
0.097003	78
0.097955	79
0.098649	80
0.099256	81
0.099821	82
0.100328	83
0.100861	84
0.101558	85
0.102514	86
0.103587	87
0.105004	88
0.106861	89
0.109052	90
0.110878	91
0.113337	92
0.118727	93
0.130095	94
0.144157	95
0.152099	96
0.157503	97
0.171712	98
0.202439	99
